Date,Index Category,Sub Category,Region, Plow , Index , Phigh ,type
1/1/2018,Cement,Cement Price Index,Appalachian, 31.52 , 100.00 , 158.35 ,Normalized Price
2/1/2018,Cement,Cement Price Index,Appalachian, 31.01 , 100.75 , 159.21 ,Normalized Price
3/1/2018,Cement,Cement Price Index,Appalachian, 30.35 , 100.87 , 161.99 ,Normalized Price
4/1/2018,Cement,Cement Price Index,Appalachian, 29.61 , 100.57 , 160.39 ,Normalized Price
5/1/2018,Cement,Cement Price Index,Appalachian, 28.80 , 102.17 , 160.23 ,Normalized Price
6/1/2018,Cement,Cement Price Index,Appalachian, 29.35 , 106.33 , 166.16 ,Normalized Price
7/1/2018,Cement,Cement Price Index,Appalachian, 29.47 , 101.60 , 168.37 ,Normalized Price
8/1/2018,Cement,Cement Price Index,Appalachian, 30.58 , 102.33 , 168.34 ,Normalized Price
9/1/2018,Cement,Cement Price Index,Appalachian, 33.33 , 103.72 , 171.82 ,Normalized Price
10/1/2018,Cement,Cement Price Index,Appalachian, 36.96 , 104.43 , 167.97 ,Normalized Price
11/1/2018,Cement,Cement Price Index,Appalachian, 39.09 , 107.07 , 169.77 ,Normalized Price
12/1/2018,Cement,Cement Price Index,Appalachian, 40.61 , 106.60 , 172.12 ,Normalized Price
1/1/2019,Cement,Cement Price Index,Appalachian, 41.73 , 106.36 , 174.14 ,Normalized Price
2/1/2019,Cement,Cement Price Index,Appalachian, 40.09 , 109.45 , 177.07 ,Normalized Price
3/1/2019,Cement,Cement Price Index,Appalachian, 39.78 , 106.01 , 176.10 ,Normalized Price
4/1/2019,Cement,Cement Price Index,Appalachian, 36.35 , 106.82 , 176.97 ,Normalized Price
5/1/2019,Cement,Cement Price Index,Appalachian, 34.31 , 107.12 , 177.73 ,Normalized Price
6/1/2019,Cement,Cement Price Index,Appalachian, 32.86 , 106.52 , 177.76 ,Normalized Price
7/1/2019,Cement,Cement Price Index,Appalachian, 31.70 , 104.18 , 178.01 ,Normalized Price
8/1/2019,Cement,Cement Price Index,Appalachian, 30.98 , 101.34 , 179.46 ,Normalized Price
9/1/2019,Cement,Cement Price Index,Appalachian, 29.37 , 97.36 , 180.21 ,Normalized Price
10/1/2019,Cement,Cement Price Index,Appalachian, 32.41 , 98.55 , 174.18 ,Normalized Price
11/1/2019,Cement,Cement Price Index,Appalachian, 35.51 , 97.38 , 165.03 ,Normalized Price
12/1/2019,Cement,Cement Price Index,Appalachian, 35.91 , 98.81 , 161.34 ,Normalized Price
1/1/2020,Cement,Cement Price Index,Appalachian, 34.61 , 92.62 , 153.56 ,Normalized Price
2/1/2020,Cement,Cement Price Index,Appalachian, 35.26 , 89.99 , 145.62 ,Normalized Price
3/1/2020,Cement,Cement Price Index,Appalachian, 33.73 , 81.94 , 134.38 ,Normalized Price
4/1/2020,Cement,Cement Price Index,Appalachian, 35.10 , 76.48 , 127.50 ,Normalized Price
5/1/2020,Cement,Cement Price Index,Appalachian, 36.76 , 72.66 , 122.28 ,Normalized Price
6/1/2020,Cement,Cement Price Index,Appalachian, 34.28 , 69.92 , 118.42 ,Normalized Price
7/1/2020,Cement,Cement Price Index,Appalachian, 35.18 , 66.98 , 115.53 ,Normalized Price
8/1/2020,Cement,Cement Price Index,Appalachian, 37.17 , 65.72 , 112.48 ,Normalized Price
9/1/2020,Cement,Cement Price Index,Appalachian, 36.56 , 61.31 , 111.08 ,Normalized Price
10/1/2020,Cement,Cement Price Index,Appalachian, 33.43 , 57.33 , 106.68 ,Normalized Price
11/1/2020,Cement,Cement Price Index,Appalachian, 31.08 , 54.35 , 102.05 ,Normalized Price
12/1/2020,Cement,Cement Price Index,Appalachian, 30.34 , 52.76 , 98.64 ,Normalized Price
1/1/2021,Cement,Cement Price Index,Appalachian, 30.80 , 52.48 , 99.10 ,Normalized Price
2/1/2021,Cement,Cement Price Index,Appalachian, 29.11 , 50.65 , 99.70 ,Normalized Price
3/1/2021,Cement,Cement Price Index,Appalachian, 29.69 , 50.80 , 97.62 ,Normalized Price
4/1/2021,Cement,Cement Price Index,Appalachian, 28.27 , 49.39 , 95.92 ,Normalized Price
5/1/2021,Cement,Cement Price Index,Appalachian, 29.07 , 49.82 , 94.80 ,Normalized Price
6/1/2021,Cement,Cement Price Index,Appalachian, 28.96 , 49.57 , 93.99 ,Normalized Price
7/1/2021,Cement,Cement Price Index,Appalachian, 31.03 , 51.26 , 93.60 ,Normalized Price
8/1/2021,Cement,Cement Price Index,Appalachian, 30.25 , 50.84 , 93.29 ,Normalized Price
9/1/2021,Cement,Cement Price Index,Appalachian, 30.22 , 50.56 , 92.87 ,Normalized Price
10/1/2021,Cement,Cement Price Index,Appalachian, 30.66 , 51.43 , 92.84 ,Normalized Price
11/1/2021,Cement,Cement Price Index,Appalachian, 31.05 , 51.54 , 93.32 ,Normalized Price
12/1/2021,Cement,Cement Price Index,Appalachian, 31.32 , 51.53 , 93.04 ,Normalized Price
1/1/2022,Cement,Cement Price Index,Appalachian, 31.41 , 51.88 , 93.56 ,Normalized Price
2/1/2022,Cement,Cement Price Index,Appalachian, 31.94 , 52.11 , 93.65 ,Normalized Price
3/1/2022,Cement,Cement Price Index,Appalachian, 31.86 , 52.38 , 93.68 ,Normalized Price
4/1/2022,Cement,Cement Price Index,Appalachian, 32.04 , 52.58 , 93.84 ,Normalized Price
1/1/2018,Chemical,Chemical Price Index,Appalachian, 80.72 , 100.00 , 115.49 ,Normalized Price
2/1/2018,Chemical,Chemical Price Index,Appalachian, 82.68 , 101.41 , 117.58 ,Normalized Price
3/1/2018,Chemical,Chemical Price Index,Appalachian, 83.19 , 103.14 , 118.30 ,Normalized Price
4/1/2018,Chemical,Chemical Price Index,Appalachian, 81.44 , 100.92 , 116.26 ,Normalized Price
5/1/2018,Chemical,Chemical Price Index,Appalachian, 81.71 , 100.45 , 116.12 ,Normalized Price
6/1/2018,Chemical,Chemical Price Index,Appalachian, 83.11 , 100.06 , 114.98 ,Normalized Price
7/1/2018,Chemical,Chemical Price Index,Appalachian, 85.69 , 102.93 , 118.51 ,Normalized Price
8/1/2018,Chemical,Chemical Price Index,Appalachian, 82.07 , 99.74 , 116.99 ,Normalized Price
9/1/2018,Chemical,Chemical Price Index,Appalachian, 78.89 , 96.89 , 113.60 ,Normalized Price
10/1/2018,Chemical,Chemical Price Index,Appalachian, 75.83 , 93.81 , 110.39 ,Normalized Price
11/1/2018,Chemical,Chemical Price Index,Appalachian, 74.06 , 92.32 , 107.14 ,Normalized Price
12/1/2018,Chemical,Chemical Price Index,Appalachian, 72.78 , 89.41 , 103.86 ,Normalized Price
1/1/2019,Chemical,Chemical Price Index,Appalachian, 73.88 , 90.73 , 106.46 ,Normalized Price
2/1/2019,Chemical,Chemical Price Index,Appalachian, 73.46 , 89.89 , 107.37 ,Normalized Price
3/1/2019,Chemical,Chemical Price Index,Appalachian, 73.36 , 89.52 , 107.45 ,Normalized Price
4/1/2019,Chemical,Chemical Price Index,Appalachian, 72.60 , 86.72 , 105.69 ,Normalized Price
5/1/2019,Chemical,Chemical Price Index,Appalachian, 69.31 , 84.30 , 103.22 ,Normalized Price
6/1/2019,Chemical,Chemical Price Index,Appalachian, 69.03 , 83.17 , 102.68 ,Normalized Price
7/1/2019,Chemical,Chemical Price Index,Appalachian, 67.11 , 82.17 , 100.53 ,Normalized Price
8/1/2019,Chemical,Chemical Price Index,Appalachian, 66.28 , 81.80 , 100.17 ,Normalized Price
9/1/2019,Chemical,Chemical Price Index,Appalachian, 62.72 , 77.06 , 97.08 ,Normalized Price
10/1/2019,Chemical,Chemical Price Index,Appalachian, 64.06 , 77.02 , 99.34 ,Normalized Price
11/1/2019,Chemical,Chemical Price Index,Appalachian, 63.22 , 74.64 , 97.49 ,Normalized Price
12/1/2019,Chemical,Chemical Price Index,Appalachian, 66.11 , 76.44 , 99.06 ,Normalized Price
1/1/2020,Chemical,Chemical Price Index,Appalachian, 67.92 , 78.26 , 102.29 ,Normalized Price
2/1/2020,Chemical,Chemical Price Index,Appalachian, 68.08 , 79.82 , 104.72 ,Normalized Price
3/1/2020,Chemical,Chemical Price Index,Appalachian, 68.17 , 79.70 , 105.03 ,Normalized Price
4/1/2020,Chemical,Chemical Price Index,Appalachian, 68.60 , 83.15 , 109.45 ,Normalized Price
5/1/2020,Chemical,Chemical Price Index,Appalachian, 68.47 , 84.39 , 111.51 ,Normalized Price
6/1/2020,Chemical,Chemical Price Index,Appalachian, 68.21 , 84.72 , 111.27 ,Normalized Price
7/1/2020,Chemical,Chemical Price Index,Appalachian, 68.69 , 86.97 , 112.58 ,Normalized Price
8/1/2020,Chemical,Chemical Price Index,Appalachian, 67.74 , 86.47 , 116.63 ,Normalized Price
9/1/2020,Chemical,Chemical Price Index,Appalachian, 71.09 , 91.88 , 123.75 ,Normalized Price
10/1/2020,Chemical,Chemical Price Index,Appalachian, 69.06 , 90.17 , 120.98 ,Normalized Price
11/1/2020,Chemical,Chemical Price Index,Appalachian, 69.97 , 89.82 , 125.42 ,Normalized Price
12/1/2020,Chemical,Chemical Price Index,Appalachian, 66.92 , 87.77 , 121.53 ,Normalized Price
1/1/2021,Chemical,Chemical Price Index,Appalachian, 66.05 , 87.79 , 118.21 ,Normalized Price
2/1/2021,Chemical,Chemical Price Index,Appalachian, 67.22 , 88.95 , 120.24 ,Normalized Price
3/1/2021,Chemical,Chemical Price Index,Appalachian, 64.49 , 86.73 , 118.07 ,Normalized Price
4/1/2021,Chemical,Chemical Price Index,Appalachian, 63.06 , 84.24 , 115.98 ,Normalized Price
5/1/2021,Chemical,Chemical Price Index,Appalachian, 60.51 , 80.00 , 113.05 ,Normalized Price
6/1/2021,Chemical,Chemical Price Index,Appalachian, 59.52 , 81.22 , 113.95 ,Normalized Price
7/1/2021,Chemical,Chemical Price Index,Appalachian, 60.22 , 83.87 , 114.83 ,Normalized Price
8/1/2021,Chemical,Chemical Price Index,Appalachian, 60.18 , 83.22 , 116.35 ,Normalized Price
9/1/2021,Chemical,Chemical Price Index,Appalachian, 60.07 , 81.34 , 112.83 ,Normalized Price
10/1/2021,Chemical,Chemical Price Index,Appalachian, 62.50 , 82.95 , 111.91 ,Normalized Price
11/1/2021,Chemical,Chemical Price Index,Appalachian, 67.26 , 88.15 , 116.07 ,Normalized Price
12/1/2021,Chemical,Chemical Price Index,Appalachian, 66.78 , 86.10 , 112.02 ,Normalized Price
1/1/2022,Chemical,Chemical Price Index,Appalachian, 68.34 , 85.25 , 110.49 ,Normalized Price
2/1/2022,Chemical,Chemical Price Index,Appalachian, 67.18 , 86.56 , 111.05 ,Normalized Price
3/1/2022,Chemical,Chemical Price Index,Appalachian, 66.47 , 85.40 , 111.16 ,Normalized Price
4/1/2022,Chemical,Chemical Price Index,Appalachian, 66.69 , 85.31 , 111.05 ,Normalized Price
1/1/2018,Chemical,Biocide,Appalachian, 70.45 , 100.00 , 117.77 ,Normalized Price
2/1/2018,Chemical,Biocide,Appalachian, 70.45 , 100.00 , 117.45 ,Normalized Price
3/1/2018,Chemical,Biocide,Appalachian, 70.45 , 100.00 , 117.18 ,Normalized Price
4/1/2018,Chemical,Biocide,Appalachian, 70.45 , 99.09 , 117.30 ,Normalized Price
5/1/2018,Chemical,Biocide,Appalachian, 70.00 , 98.82 , 117.07 ,Normalized Price
6/1/2018,Chemical,Biocide,Appalachian, 69.64 , 97.01 , 116.88 ,Normalized Price
7/1/2018,Chemical,Biocide,Appalachian, 69.35 , 95.56 , 116.73 ,Normalized Price
8/1/2018,Chemical,Biocide,Appalachian, 69.11 , 91.86 , 116.61 ,Normalized Price
9/1/2018,Chemical,Biocide,Appalachian, 68.93 , 88.90 , 116.52 ,Normalized Price
10/1/2018,Chemical,Biocide,Appalachian, 68.40 , 86.53 , 116.44 ,Normalized Price
11/1/2018,Chemical,Biocide,Appalachian, 68.35 , 89.68 , 116.38 ,Normalized Price
12/1/2018,Chemical,Biocide,Appalachian, 67.94 , 85.38 , 116.95 ,Normalized Price
1/1/2019,Chemical,Biocide,Appalachian, 67.60 , 83.71 , 117.41 ,Normalized Price
2/1/2019,Chemical,Biocide,Appalachian, 67.34 , 80.60 , 118.02 ,Normalized Price
3/1/2019,Chemical,Biocide,Appalachian, 68.14 , 79.03 , 118.05 ,Normalized Price
4/1/2019,Chemical,Biocide,Appalachian, 65.01 , 76.86 , 118.26 ,Normalized Price
5/1/2019,Chemical,Biocide,Appalachian, 63.83 , 75.03 , 119.15 ,Normalized Price
6/1/2019,Chemical,Biocide,Appalachian, 61.52 , 74.34 , 119.41 ,Normalized Price
7/1/2019,Chemical,Biocide,Appalachian, 62.47 , 73.79 , 119.53 ,Normalized Price
8/1/2019,Chemical,Biocide,Appalachian, 61.79 , 73.35 , 119.90 ,Normalized Price
9/1/2019,Chemical,Biocide,Appalachian, 61.25 , 73.00 , 118.64 ,Normalized Price
10/1/2019,Chemical,Biocide,Appalachian, 59.91 , 71.66 , 116.19 ,Normalized Price
11/1/2019,Chemical,Biocide,Appalachian, 58.84 , 70.58 , 116.80 ,Normalized Price
12/1/2019,Chemical,Biocide,Appalachian, 57.53 , 69.72 , 112.98 ,Normalized Price
1/1/2020,Chemical,Biocide,Appalachian, 56.02 , 70.32 , 114.23 ,Normalized Price
2/1/2020,Chemical,Biocide,Appalachian, 54.82 , 71.71 , 114.11 ,Normalized Price
3/1/2020,Chemical,Biocide,Appalachian, 53.85 , 71.69 , 114.65 ,Normalized Price
4/1/2020,Chemical,Biocide,Appalachian, 50.74 , 74.62 , 115.81 ,Normalized Price
5/1/2020,Chemical,Biocide,Appalachian, 50.08 , 76.06 , 116.50 ,Normalized Price
6/1/2020,Chemical,Biocide,Appalachian, 49.56 , 76.76 , 117.74 ,Normalized Price
7/1/2020,Chemical,Biocide,Appalachian, 49.14 , 78.62 , 118.04 ,Normalized Price
8/1/2020,Chemical,Biocide,Appalachian, 47.52 , 75.78 , 118.28 ,Normalized Price
9/1/2020,Chemical,Biocide,Appalachian, 46.22 , 79.41 , 118.17 ,Normalized Price
10/1/2020,Chemical,Biocide,Appalachian, 44.62 , 76.25 , 113.62 ,Normalized Price
11/1/2020,Chemical,Biocide,Appalachian, 42.19 , 72.67 , 115.45 ,Normalized Price
12/1/2020,Chemical,Biocide,Appalachian, 40.24 , 69.95 , 111.14 ,Normalized Price
1/1/2021,Chemical,Biocide,Appalachian, 39.87 , 74.74 , 109.82 ,Normalized Price
2/1/2021,Chemical,Biocide,Appalachian, 39.57 , 71.19 , 115.03 ,Normalized Price
3/1/2021,Chemical,Biocide,Appalachian, 39.33 , 78.77 , 119.20 ,Normalized Price
4/1/2021,Chemical,Biocide,Appalachian, 37.96 , 75.75 , 118.99 ,Normalized Price
5/1/2021,Chemical,Biocide,Appalachian, 36.87 , 71.69 , 120.65 ,Normalized Price
6/1/2021,Chemical,Biocide,Appalachian, 37.17 , 79.17 , 123.69 ,Normalized Price
7/1/2021,Chemical,Biocide,Appalachian, 37.41 , 85.15 , 126.13 ,Normalized Price
8/1/2021,Chemical,Biocide,Appalachian, 37.60 , 81.80 , 128.07 ,Normalized Price
9/1/2021,Chemical,Biocide,Appalachian, 36.97 , 76.35 , 125.19 ,Normalized Price
10/1/2021,Chemical,Biocide,Appalachian, 44.85 , 82.89 , 123.79 ,Normalized Price
11/1/2021,Chemical,Biocide,Appalachian, 51.15 , 88.13 , 126.20 ,Normalized Price
12/1/2021,Chemical,Biocide,Appalachian, 49.28 , 84.18 , 120.51 ,Normalized Price
1/1/2022,Chemical,Biocide,Appalachian, 49.36 , 78.25 , 117.31 ,Normalized Price
2/1/2022,Chemical,Biocide,Appalachian, 48.76 , 84.87 , 121.31 ,Normalized Price
3/1/2022,Chemical,Biocide,Appalachian, 45.73 , 81.36 , 124.32 ,Normalized Price
4/1/2022,Chemical,Biocide,Appalachian, 45.23 , 80.64 , 124.67 ,Normalized Price
1/1/2018,Chemical,Friction Reducer,Appalachian, 86.02 , 100.00 , 114.31 ,Normalized Price
2/1/2018,Chemical,Friction Reducer,Appalachian, 85.91 , 98.46 , 113.71 ,Normalized Price
3/1/2018,Chemical,Friction Reducer,Appalachian, 85.82 , 99.98 , 113.23 ,Normalized Price
4/1/2018,Chemical,Friction Reducer,Appalachian, 86.08 , 100.31 , 114.65 ,Normalized Price
5/1/2018,Chemical,Friction Reducer,Appalachian, 88.04 , 100.58 , 115.78 ,Normalized Price
6/1/2018,Chemical,Friction Reducer,Appalachian, 89.61 , 100.47 , 114.31 ,Normalized Price
7/1/2018,Chemical,Friction Reducer,Appalachian, 89.23 , 101.22 , 115.51 ,Normalized Price
8/1/2018,Chemical,Friction Reducer,Appalachian, 86.39 , 101.57 , 116.47 ,Normalized Price
9/1/2018,Chemical,Friction Reducer,Appalachian, 84.12 , 101.59 , 113.50 ,Normalized Price
10/1/2018,Chemical,Friction Reducer,Appalachian, 82.31 , 101.60 , 111.13 ,Normalized Price
11/1/2018,Chemical,Friction Reducer,Appalachian, 82.94 , 101.61 , 109.23 ,Normalized Price
12/1/2018,Chemical,Friction Reducer,Appalachian, 83.44 , 100.08 , 106.18 ,Normalized Price
1/1/2019,Chemical,Friction Reducer,Appalachian, 81.76 , 98.66 , 103.74 ,Normalized Price
2/1/2019,Chemical,Friction Reducer,Appalachian, 80.42 , 97.52 , 101.58 ,Normalized Price
3/1/2019,Chemical,Friction Reducer,Appalachian, 79.34 , 96.61 , 100.44 ,Normalized Price
4/1/2019,Chemical,Friction Reducer,Appalachian, 82.07 , 95.88 , 99.53 ,Normalized Price
5/1/2019,Chemical,Friction Reducer,Appalachian, 79.51 , 95.30 , 98.80 ,Normalized Price
6/1/2019,Chemical,Friction Reducer,Appalachian, 82.20 , 94.83 , 98.22 ,Normalized Price
7/1/2019,Chemical,Friction Reducer,Appalachian, 79.94 , 94.46 , 97.17 ,Normalized Price
8/1/2019,Chemical,Friction Reducer,Appalachian, 78.96 , 94.16 , 96.33 ,Normalized Price
9/1/2019,Chemical,Friction Reducer,Appalachian, 77.34 , 92.22 , 95.66 ,Normalized Price
10/1/2019,Chemical,Friction Reducer,Appalachian, 76.88 , 88.95 , 94.87 ,Normalized Price
11/1/2019,Chemical,Friction Reducer,Appalachian, 76.01 , 85.90 , 91.90 ,Normalized Price
12/1/2019,Chemical,Friction Reducer,Appalachian, 75.55 , 83.46 , 88.98 ,Normalized Price
1/1/2020,Chemical,Friction Reducer,Appalachian, 75.18 , 82.23 , 88.70 ,Normalized Price
2/1/2020,Chemical,Friction Reducer,Appalachian, 75.15 , 81.98 , 88.47 ,Normalized Price
3/1/2020,Chemical,Friction Reducer,Appalachian, 74.50 , 79.96 , 87.03 ,Normalized Price
4/1/2020,Chemical,Friction Reducer,Appalachian, 73.97 , 79.17 , 85.82 ,Normalized Price
5/1/2020,Chemical,Friction Reducer,Appalachian, 73.55 , 78.26 , 84.85 ,Normalized Price
6/1/2020,Chemical,Friction Reducer,Appalachian, 72.18 , 77.54 , 83.09 ,Normalized Price
7/1/2020,Chemical,Friction Reducer,Appalachian, 71.09 , 76.95 , 83.14 ,Normalized Price
8/1/2020,Chemical,Friction Reducer,Appalachian, 70.21 , 76.49 , 88.69 ,Normalized Price
9/1/2020,Chemical,Friction Reducer,Appalachian, 69.51 , 76.12 , 91.80 ,Normalized Price
10/1/2020,Chemical,Friction Reducer,Appalachian, 70.82 , 79.14 , 93.52 ,Normalized Price
11/1/2020,Chemical,Friction Reducer,Appalachian, 71.03 , 78.24 , 96.27 ,Normalized Price
12/1/2020,Chemical,Friction Reducer,Appalachian, 67.91 , 77.52 , 93.36 ,Normalized Price
1/1/2021,Chemical,Friction Reducer,Appalachian, 68.50 , 76.94 , 91.03 ,Normalized Price
2/1/2021,Chemical,Friction Reducer,Appalachian, 68.14 , 77.79 , 90.34 ,Normalized Price
3/1/2021,Chemical,Friction Reducer,Appalachian, 67.86 , 75.91 , 88.51 ,Normalized Price
4/1/2021,Chemical,Friction Reducer,Appalachian, 66.16 , 73.79 , 87.05 ,Normalized Price
5/1/2021,Chemical,Friction Reducer,Appalachian, 64.13 , 70.90 , 85.88 ,Normalized Price
6/1/2021,Chemical,Friction Reducer,Appalachian, 63.18 , 69.78 , 84.95 ,Normalized Price
7/1/2021,Chemical,Friction Reducer,Appalachian, 63.12 , 69.66 , 84.20 ,Normalized Price
8/1/2021,Chemical,Friction Reducer,Appalachian, 63.07 , 69.56 , 83.60 ,Normalized Price
9/1/2021,Chemical,Friction Reducer,Appalachian, 63.03 , 69.48 , 81.41 ,Normalized Price
10/1/2021,Chemical,Friction Reducer,Appalachian, 63.00 , 69.41 , 79.65 ,Normalized Price
11/1/2021,Chemical,Friction Reducer,Appalachian, 63.74 , 70.20 , 79.13 ,Normalized Price
12/1/2021,Chemical,Friction Reducer,Appalachian, 63.23 , 69.50 , 77.31 ,Normalized Price
1/1/2022,Chemical,Friction Reducer,Appalachian, 63.35 , 69.04 , 76.63 ,Normalized Price
2/1/2022,Chemical,Friction Reducer,Appalachian, 63.47 , 69.05 , 76.04 ,Normalized Price
3/1/2022,Chemical,Friction Reducer,Appalachian, 63.37 , 68.78 , 75.34 ,Normalized Price
4/1/2022,Chemical,Friction Reducer,Appalachian, 63.41 , 68.62 , 74.95 ,Normalized Price
1/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 92.07 , 100.00 , 115.95 ,Normalized Price
2/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 92.16 , 100.00 , 115.95 ,Normalized Price
3/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 92.51 , 99.85 , 114.44 ,Normalized Price
4/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 91.95 , 97.93 , 113.23 ,Normalized Price
5/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 91.15 , 96.60 , 112.26 ,Normalized Price
6/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 90.51 , 95.53 , 111.49 ,Normalized Price
7/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 90.00 , 94.67 , 110.87 ,Normalized Price
8/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 87.66 , 95.37 , 114.07 ,Normalized Price
9/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 85.79 , 94.35 , 114.19 ,Normalized Price
10/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 86.23 , 95.11 , 114.07 ,Normalized Price
11/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 84.64 , 95.71 , 116.63 ,Normalized Price
12/1/2018,Chemical,Corrosion Inhibitor,Appalachian, 85.31 , 96.13 , 118.69 ,Normalized Price
1/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 85.84 , 96.67 , 120.47 ,Normalized Price
2/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 86.27 , 97.10 , 124.64 ,Normalized Price
3/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 83.89 , 96.16 , 122.43 ,Normalized Price
4/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 81.99 , 96.69 , 123.32 ,Normalized Price
5/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 80.47 , 97.12 , 121.37 ,Normalized Price
6/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 79.25 , 97.46 , 121.09 ,Normalized Price
7/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 79.85 , 97.73 , 120.86 ,Normalized Price
8/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 82.47 , 100.94 , 122.22 ,Normalized Price
9/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 84.57 , 103.50 , 123.30 ,Normalized Price
10/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 82.54 , 102.56 , 127.81 ,Normalized Price
11/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 82.47 , 101.81 , 127.77 ,Normalized Price
12/1/2019,Chemical,Corrosion Inhibitor,Appalachian, 80.86 , 101.21 , 128.65 ,Normalized Price
1/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 79.56 , 100.73 , 132.09 ,Normalized Price
2/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 78.53 , 97.00 , 127.52 ,Normalized Price
3/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 79.27 , 97.36 , 131.40 ,Normalized Price
4/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 79.82 , 94.33 , 126.54 ,Normalized Price
5/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 80.27 , 91.91 , 122.57 ,Normalized Price
6/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 80.62 , 89.97 , 119.38 ,Normalized Price
7/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 80.90 , 88.42 , 116.84 ,Normalized Price
8/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 76.70 , 87.15 , 114.44 ,Normalized Price
9/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 77.77 , 86.13 , 112.52 ,Normalized Price
10/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 74.19 , 86.09 , 111.34 ,Normalized Price
11/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 71.11 , 85.32 , 123.71 ,Normalized Price
12/1/2020,Chemical,Corrosion Inhibitor,Appalachian, 68.87 , 84.70 , 131.79 ,Normalized Price
1/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 67.91 , 84.17 , 138.03 ,Normalized Price
2/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 72.84 , 87.85 , 146.89 ,Normalized Price
3/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 76.77 , 97.62 , 153.97 ,Normalized Price
4/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 79.92 , 101.80 , 163.29 ,Normalized Price
5/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 82.44 , 105.14 , 170.74 ,Normalized Price
6/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 84.46 , 111.46 , 173.05 ,Normalized Price
7/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 86.07 , 116.52 , 174.91 ,Normalized Price
8/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 85.30 , 120.56 , 176.39 ,Normalized Price
9/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 84.69 , 120.15 , 176.66 ,Normalized Price
10/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 86.26 , 123.47 , 175.06 ,Normalized Price
11/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 87.02 , 126.12 , 181.07 ,Normalized Price
12/1/2021,Chemical,Corrosion Inhibitor,Appalachian, 82.43 , 128.24 , 175.85 ,Normalized Price
1/1/2022,Chemical,Corrosion Inhibitor,Appalachian, 77.43 , 124.47 , 172.58 ,Normalized Price
2/1/2022,Chemical,Corrosion Inhibitor,Appalachian, 81.09 , 122.37 , 179.09 ,Normalized Price
3/1/2022,Chemical,Corrosion Inhibitor,Appalachian, 82.88 , 120.34 , 184.29 ,Normalized Price
4/1/2022,Chemical,Corrosion Inhibitor,Appalachian, 82.52 , 118.64 , 185.42 ,Normalized Price
1/1/2018,Chemical,Surfactant,Appalachian, 82.13 , 100.00 , 153.94 ,Normalized Price
2/1/2018,Chemical,Surfactant,Appalachian, 82.13 , 100.28 , 156.93 ,Normalized Price
3/1/2018,Chemical,Surfactant,Appalachian, 82.13 , 97.10 , 154.61 ,Normalized Price
4/1/2018,Chemical,Surfactant,Appalachian, 82.58 , 96.24 , 153.21 ,Normalized Price
5/1/2018,Chemical,Surfactant,Appalachian, 82.94 , 95.56 , 153.50 ,Normalized Price
6/1/2018,Chemical,Surfactant,Appalachian, 83.23 , 95.01 , 149.93 ,Normalized Price
7/1/2018,Chemical,Surfactant,Appalachian, 83.01 , 92.88 , 145.20 ,Normalized Price
